"";"FECHA";"CONSUMO"
"81";2020-01-04 08:00:00;346,72
"82";2020-01-04 09:00:00;355,92
"83";2020-01-04 10:00:00;376,62
"84";2020-01-04 11:00:00;391
"85";2020-01-04 12:00:00;386,98
"86";2020-01-04 13:00:00;388,7
"87";2020-01-04 14:00:00;392,71
"88";2020-01-04 15:00:00;399,04
"89";2020-01-04 16:00:00;396,74
"90";2020-01-04 17:00:00;393,3
"91";2020-01-04 18:00:00;386,4
"92";2020-01-04 19:00:00;372,02
"93";2020-01-04 20:00:00;277,72
"94";2020-01-04 21:00:00;113,86
"95";2020-01-04 22:00:00;101,78
"96";2020-01-04 23:00:00;101,77
"97";2020-01-05 00:00:00;98,33
"98";2020-01-05 01:00:00;89,12
"99";2020-01-05 02:00:00;98,9
"100";2020-01-05 03:00:00;97,18
"101";2020-01-05 04:00:00;104,66
"102";2020-01-05 05:00:00;101,2
"103";2020-01-05 06:00:00;100,63
"104";2020-01-05 07:00:00;132,82
"105";2020-01-05 08:00:00;259,32
"106";2020-01-05 09:00:00;263,34
"107";2020-01-05 10:00:00;310,5
"108";2020-01-05 11:00:00;359,95
"109";2020-01-05 12:00:00;361,1
"110";2020-01-05 13:00:00;359,37
"111";2020-01-05 14:00:00;368,59
"112";2020-01-05 15:00:00;374,32
"113";2020-01-05 16:00:00;375,47
"114";2020-01-05 17:00:00;369,72
"115";2020-01-05 18:00:00;365,13
"116";2020-01-05 19:00:00;346,71
"117";2020-01-05 20:00:00;232,87
"118";2020-01-05 21:00:00;107,53
"119";2020-01-05 22:00:00;90,86
"120";2020-01-05 23:00:00;93,73
"121";2020-01-06 00:00:00;93,15
"122";2020-01-06 01:00:00;88,54
"123";2020-01-06 02:00:00;98,33
"124";2020-01-06 03:00:00;92,57
"125";2020-01-06 04:00:00;96,02
"126";2020-01-06 05:00:00;104,08
"127";2020-01-06 06:00:00;101,79
"128";2020-01-06 07:00:00;102,36
"129";2020-01-06 08:00:00;246,1
"130";2020-01-06 09:00:00;309,93
"131";2020-01-06 10:00:00;312,8
"132";2020-01-06 11:00:00;319,13
"133";2020-01-06 12:00:00;316,83
"134";2020-01-06 13:00:00;326,01
"135";2020-01-06 14:00:00;327,17
"136";2020-01-06 15:00:00;326,02
"137";2020-01-06 16:00:00;327,18
"138";2020-01-06 17:00:00;322
"139";2020-01-06 18:00:00;319,12
"140";2020-01-06 19:00:00;306,48
"141";2020-01-06 20:00:00;224,25
"142";2020-01-06 21:00:00;103,51
"143";2020-01-06 22:00:00;89,12
"144";2020-01-06 23:00:00;90,28
"145";2020-01-07 00:00:00;94,89
"146";2020-01-07 01:00:00;85,68
"147";2020-01-07 02:00:00;97,76
"148";2020-01-07 03:00:00;90,28
"149";2020-01-07 04:00:00;95,45
"150";2020-01-07 05:00:00;96,61
"151";2020-01-07 06:00:00;201,83
"152";2020-01-07 07:00:00;418,02
"153";2020-01-07 08:00:00;528,42
"154";2020-01-07 09:00:00;553,73
"155";2020-01-07 10:00:00;546,82
"156";2020-01-07 11:00:00;549,69
"157";2020-01-07 12:00:00;541,08
"158";2020-01-07 13:00:00;532,46
"159";2020-01-07 14:00:00;559,48
"160";2020-01-07 15:00:00;551,99
"161";2020-01-07 16:00:00;521,52
"162";2020-01-07 17:00:00;501,41
"163";2020-01-07 18:00:00;369,15
"164";2020-01-07 19:00:00;353,05
"165";2020-01-07 20:00:00;277,15
"166";2020-01-07 21:00:00;106,94
"167";2020-01-07 22:00:00;90,27
"168";2020-01-07 23:00:00;89,7
"169";2020-01-08 00:00:00;90,27
"170";2020-01-08 01:00:00;83,37
"171";2020-01-08 02:00:00;94,31
"172";2020-01-08 03:00:00;87,98
"173";2020-01-08 04:00:00;90,27
"174";2020-01-08 05:00:00;92,57
"175";2020-01-08 06:00:00;93,14
"176";2020-01-08 07:00:00;323,15
"177";2020-01-08 08:00:00;520,95
"178";2020-01-08 09:00:00;519,23
"179";2020-01-08 10:00:00;515,77
"180";2020-01-08 11:00:00;524,39
"181";2020-01-08 12:00:00;520,37
"182";2020-01-08 13:00:00;516,93
"183";2020-01-08 14:00:00;539,92
"184";2020-01-08 15:00:00;542,21
"185";2020-01-08 16:00:00;528,43
"186";2020-01-08 17:00:00;437,58
"187";2020-01-08 18:00:00;373,18
"188";2020-01-08 19:00:00;335,24
"189";2020-01-08 20:00:00;259,89
"190";2020-01-08 21:00:00;105,8
"191";2020-01-08 22:00:00;92,01
"192";2020-01-08 23:00:00;103,5
"193";2020-01-09 00:00:00;95,45
"194";2020-01-09 01:00:00;90,86
"195";2020-01-09 02:00:00;104,08
"196";2020-01-09 03:00:00;98,89
"197";2020-01-09 04:00:00;98,91
"198";2020-01-09 05:00:00;100,63
"199";2020-01-09 06:00:00;96,61
"200";2020-01-09 07:00:00;395,02
"201";2020-01-09 08:00:00;454,84
"202";2020-01-09 09:00:00;455,41
"203";2020-01-09 10:00:00;484,14
"204";2020-01-09 11:00:00;465,17
"205";2020-01-09 12:00:00;436,43
"206";2020-01-09 13:00:00;501,39
"207";2020-01-09 14:00:00;510,6
"208";2020-01-09 15:00:00;512,9
"209";2020-01-09 16:00:00;504,85
"210";2020-01-09 17:00:00;473,8
"211";2020-01-09 18:00:00;434,12
"212";2020-01-09 19:00:00;397,34
"213";2020-01-09 20:00:00;180,55
"214";2020-01-09 21:00:00;96,04
"215";2020-01-09 22:00:00;86,24
"216";2020-01-09 23:00:00;89,12
"217";2020-01-10 00:00:00;83,37
"218";2020-01-10 01:00:00;77,62
"219";2020-01-10 02:00:00;91,42
"220";2020-01-10 03:00:00;85,08
"221";2020-01-10 04:00:00;85,66
"222";2020-01-10 05:00:00;89,7
"223";2020-01-10 06:00:00;91,43
"224";2020-01-10 07:00:00;317,97
"225";2020-01-10 08:00:00;434,12
"226";2020-01-10 09:00:00;464,03
"227";2020-01-10 10:00:00;476,1
"228";2020-01-10 11:00:00;500,81
"229";2020-01-10 12:00:00;500,25
"230";2020-01-10 13:00:00;495,07
"231";2020-01-10 14:00:00;515,77
"232";2020-01-10 15:00:00;526,13
"233";2020-01-10 16:00:00;531,87
"234";2020-01-10 17:00:00;485,87
"235";2020-01-10 18:00:00;416,3
"236";2020-01-10 19:00:00;356,5
"237";2020-01-10 20:00:00;250,71
"238";2020-01-10 21:00:00;104,08
"239";2020-01-10 22:00:00;90,27
"240";2020-01-10 23:00:00;93,14
"241";2020-01-11 00:00:00;95,46
"242";2020-01-11 01:00:00;92
"243";2020-01-11 02:00:00;97,19
"244";2020-01-11 03:00:00;92
"245";2020-01-11 04:00:00;92,58
"246";2020-01-11 05:00:00;97,18
"247";2020-01-11 06:00:00;92,58
"248";2020-01-11 07:00:00;177,1
"249";2020-01-11 08:00:00;225,39
"250";2020-01-11 09:00:00;309,36
"251";2020-01-11 10:00:00;338,11
"252";2020-01-11 11:00:00;334,65
"253";2020-01-11 12:00:00;333,52
"254";2020-01-11 13:00:00;355,34
"255";2020-01-11 14:00:00;360,53
"256";2020-01-11 15:00:00;364,54
"257";2020-01-11 16:00:00;368,01
"258";2020-01-11 17:00:00;365,13
"259";2020-01-11 18:00:00;358,22
"260";2020-01-11 19:00:00;348,44
"261";2020-01-11 20:00:00;293,83
"262";2020-01-11 21:00:00;109,25
"263";2020-01-11 22:00:00;97,75
"264";2020-01-11 23:00:00;102,93
"265";2020-01-12 00:00:00;101,79
"266";2020-01-12 01:00:00;93,14
"267";2020-01-12 02:00:00;94,3
"268";2020-01-12 03:00:00;89,7
"269";2020-01-12 04:00:00;93,15
"270";2020-01-12 05:00:00;96,04
"271";2020-01-12 06:00:00;97,18
"272";2020-01-12 07:00:00;185,71
"273";2020-01-12 08:00:00;210,45
"274";2020-01-12 09:00:00;218,49
"275";2020-01-12 10:00:00;224,24
"276";2020-01-12 11:00:00;224,81
"277";2020-01-12 12:00:00;228,27
"278";2020-01-12 13:00:00;235,19
"279";2020-01-12 14:00:00;260,48
"280";2020-01-12 15:00:00;294,4
"281";2020-01-12 16:00:00;294,97
"282";2020-01-12 17:00:00;289,81
"283";2020-01-12 18:00:00;289,23
"284";2020-01-12 19:00:00;280,6
"285";2020-01-12 20:00:00;244,95
"286";2020-01-12 21:00:00;108,1
"287";2020-01-12 22:00:00;94,3
"288";2020-01-12 23:00:00;96,03
"289";2020-01-13 00:00:00;97,75
"290";2020-01-13 01:00:00;91,99
"291";2020-01-13 02:00:00;101,21
"292";2020-01-13 03:00:00;94,87
"293";2020-01-13 04:00:00;97,76
"294";2020-01-13 05:00:00;102,36
"295";2020-01-13 06:00:00;199,53
"296";2020-01-13 07:00:00;362,83
"297";2020-01-13 08:00:00;480,69
"298";2020-01-13 09:00:00;483
"299";2020-01-13 10:00:00;499,11
"300";2020-01-13 11:00:00;513,47
"301";2020-01-13 12:00:00;504,28
"302";2020-01-13 13:00:00;492,77
"303";2020-01-13 14:00:00;515,2
"304";2020-01-13 15:00:00;525,55
"305";2020-01-13 16:00:00;514,05
"306";2020-01-13 17:00:00;442,18
"307";2020-01-13 18:00:00;380,07
"308";2020-01-13 19:00:00;359,38
"309";2020-01-13 20:00:00;249,54
"310";2020-01-13 21:00:00;105,23
"311";2020-01-13 22:00:00;93,15
"312";2020-01-13 23:00:00;93,16
"313";2020-01-14 00:00:00;92,57
"314";2020-01-14 01:00:00;90,84
"315";2020-01-14 02:00:00;97,18
"316";2020-01-14 03:00:00;94,87
"317";2020-01-14 04:00:00;97,18
"318";2020-01-14 05:00:00;101,2
"319";2020-01-14 06:00:00;209,3
"320";2020-01-14 07:00:00;364,56
"321";2020-01-14 08:00:00;422,62
"322";2020-01-14 09:00:00;473,22
"323";2020-01-14 10:00:00;497,96
"324";2020-01-14 11:00:00;499,67
"325";2020-01-14 12:00:00;489,91
"326";2020-01-14 13:00:00;488,75
"327";2020-01-14 14:00:00;509,46
"328";2020-01-14 15:00:00;522,09
"329";2020-01-14 16:00:00;515,19
"330";2020-01-14 17:00:00;457,69
"331";2020-01-14 18:00:00;343,86
"332";2020-01-14 19:00:00;306,49
"333";2020-01-14 20:00:00;254,72
"334";2020-01-14 21:00:00;111,54
"335";2020-01-14 22:00:00;93,15
"336";2020-01-14 23:00:00;93,72
"337";2020-01-15 00:00:00;97,18
"338";2020-01-15 01:00:00;87,4
"339";2020-01-15 02:00:00;94,88
"340";2020-01-15 03:00:00;87,98
"341";2020-01-15 04:00:00;100,06
"342";2020-01-15 05:00:00;96,61
"343";2020-01-15 06:00:00;101,2
"344";2020-01-15 07:00:00;384,67
"345";2020-01-15 08:00:00;510,03
"346";2020-01-15 09:00:00;510,02
"347";2020-01-15 10:00:00;503,7
"348";2020-01-15 11:00:00;514,06
"349";2020-01-15 12:00:00;508,3
"350";2020-01-15 13:00:00;518,64
"351";2020-01-15 14:00:00;531,87
"352";2020-01-15 15:00:00;531,88
"353";2020-01-15 16:00:00;533,02
"354";2020-01-15 17:00:00;491,63
"355";2020-01-15 18:00:00;361,11
"356";2020-01-15 19:00:00;338,68
"357";2020-01-15 20:00:00;217,93
"358";2020-01-15 21:00:00;117,88
"359";2020-01-15 22:00:00;100,61
"360";2020-01-15 23:00:00;104,08
"361";2020-01-16 00:00:00;102,36
"362";2020-01-16 01:00:00;95,45
"363";2020-01-16 02:00:00;102,94
"364";2020-01-16 03:00:00;97,17
"365";2020-01-16 04:00:00;102,35
"366";2020-01-16 05:00:00;104,07
"367";2020-01-16 06:00:00;186,31
"368";2020-01-16 07:00:00;413,42
"369";2020-01-16 08:00:00;464,03
"370";2020-01-16 09:00:00;459,42
"371";2020-01-16 10:00:00;472,08
"372";2020-01-16 11:00:00;460,57
"373";2020-01-16 12:00:00;447,35
"374";2020-01-16 13:00:00;445,06
"375";2020-01-16 14:00:00;490,48
"376";2020-01-16 15:00:00;499,1
"377";2020-01-16 16:00:00;511,17
"378";2020-01-16 17:00:00;430,68
"379";2020-01-16 18:00:00;311,08
"380";2020-01-16 19:00:00;296,72
"381";2020-01-16 20:00:00;176,53
"382";2020-01-16 21:00:00;109,83
"383";2020-01-16 22:00:00;93,73
"384";2020-01-16 23:00:00;95,45
"385";2020-01-17 00:00:00;94,31
"386";2020-01-17 01:00:00;90,27
"387";2020-01-17 02:00:00;94,3
"388";2020-01-17 03:00:00;86,82
"389";2020-01-17 04:00:00;98,33
"390";2020-01-17 05:00:00;96,6
"391";2020-01-17 06:00:00;244,95
"392";2020-01-17 07:00:00;374,9
"393";2020-01-17 08:00:00;416,87
"394";2020-01-17 09:00:00;472,07
"395";2020-01-17 10:00:00;532,44
"396";2020-01-17 11:00:00;529,58
"397";2020-01-17 12:00:00;519,81
"398";2020-01-17 13:00:00;522,08
"399";2020-01-17 14:00:00;546,26
"400";2020-01-17 15:00:00;550,28
"401";2020-01-17 16:00:00;546,26
"402";2020-01-17 17:00:00;501,98
"403";2020-01-17 18:00:00;469,19
"404";2020-01-17 19:00:00;390,43
"405";2020-01-17 20:00:00;124,77
"406";2020-01-17 21:00:00;117,29
"407";2020-01-17 22:00:00;101,78
"408";2020-01-17 23:00:00;102,92
"409";2020-01-18 00:00:00;98,91
"410";2020-01-18 01:00:00;87,98
"411";2020-01-18 02:00:00;92,01
"412";2020-01-18 03:00:00;87,41
"413";2020-01-18 04:00:00;90,27
"414";2020-01-18 05:00:00;94,88
"415";2020-01-18 06:00:00;98,91
"416";2020-01-18 07:00:00;144,33
"417";2020-01-18 08:00:00;351,9
"418";2020-01-18 09:00:00;369,72
"419";2020-01-18 10:00:00;376,62
"420";2020-01-18 11:00:00;385,83
"421";2020-01-18 12:00:00;383,52
"422";2020-01-18 13:00:00;379,5
"423";2020-01-18 14:00:00;371,44
"424";2020-01-18 15:00:00;368,57
"425";2020-01-18 16:00:00;370,3
"426";2020-01-18 17:00:00;365,7
"427";2020-01-18 18:00:00;351,89
"428";2020-01-18 19:00:00;346,14
"429";2020-01-18 20:00:00;285,19
"430";2020-01-18 21:00:00;106,37
"431";2020-01-18 22:00:00;95,45
"432";2020-01-18 23:00:00;95,45
"433";2020-01-19 00:00:00;96,61
"434";2020-01-19 01:00:00;90,85
"435";2020-01-19 02:00:00;97,75
"436";2020-01-19 03:00:00;93,73
"437";2020-01-19 04:00:00;97,75
"438";2020-01-19 05:00:00;102,92
"439";2020-01-19 06:00:00;100,06
"440";2020-01-19 07:00:00;108,1
"441";2020-01-19 08:00:00;120,18
"442";2020-01-19 09:00:00;264,5
"443";2020-01-19 10:00:00;301,87
"444";2020-01-19 11:00:00;320,28
"445";2020-01-19 12:00:00;319,7
"446";2020-01-19 13:00:00;321,43
"447";2020-01-19 14:00:00;325,46
"448";2020-01-19 15:00:00;318,54
"449";2020-01-19 16:00:00;316,83
"450";2020-01-19 17:00:00;315,09
"451";2020-01-19 18:00:00;315,68
"452";2020-01-19 19:00:00;308,77
"453";2020-01-19 20:00:00;232,88
"454";2020-01-19 21:00:00;113,86
"455";2020-01-19 22:00:00;101,77
"456";2020-01-19 23:00:00;102,36
"457";2020-01-20 00:00:00;102,93
"458";2020-01-20 01:00:00;96,59
"459";2020-01-20 02:00:00;104,65
"460";2020-01-20 03:00:00;97,17
"461";2020-01-20 04:00:00;101,77
"462";2020-01-20 05:00:00;108,69
"463";2020-01-20 06:00:00;217,91
"464";2020-01-20 07:00:00;386,39
"465";2020-01-20 08:00:00;453,68
"466";2020-01-20 09:00:00;490,47
"467";2020-01-20 10:00:00;497,95
"468";2020-01-20 11:00:00;497,37
"469";2020-01-20 12:00:00;538,77
"470";2020-01-20 13:00:00;520,96
"471";2020-01-20 14:00:00;546,26
"472";2020-01-20 15:00:00;556,02
"473";2020-01-20 16:00:00;540,51
"474";2020-01-20 17:00:00;473,81
"475";2020-01-20 18:00:00;405,38
"476";2020-01-20 19:00:00;369,72
"477";2020-01-20 20:00:00;347,3
"478";2020-01-20 21:00:00;112,12
"479";2020-01-20 22:00:00;96,03
"480";2020-01-20 23:00:00;97,19
"481";2020-01-21 00:00:00;98,33
"482";2020-01-21 01:00:00;96,02
"483";2020-01-21 02:00:00;105,23
"484";2020-01-21 03:00:00;97,74
"485";2020-01-21 04:00:00;101,2
"486";2020-01-21 05:00:00;104,08
"487";2020-01-21 06:00:00;101,2
"488";2020-01-21 07:00:00;128,8
"489";2020-01-21 08:00:00;413,42
"490";2020-01-21 09:00:00;526,71
"491";2020-01-21 10:00:00;523,25
"492";2020-01-21 11:00:00;529
"493";2020-01-21 12:00:00;485,3
"494";2020-01-21 13:00:00;500,26
"495";2020-01-21 14:00:00;567,52
"496";2020-01-21 15:00:00;573,84
"497";2020-01-21 16:00:00;572,13
"498";2020-01-21 17:00:00;472,07
"499";2020-01-21 18:00:00;363,96
"500";2020-01-21 19:00:00;358,22
"501";2020-01-21 20:00:00;254,15
"502";2020-01-21 21:00:00;102,35
"503";2020-01-21 22:00:00;88,55
"504";2020-01-21 23:00:00;88,55
"505";2020-01-22 00:00:00;85,67
"506";2020-01-22 01:00:00;83,37
"507";2020-01-22 02:00:00;94,3
"508";2020-01-22 03:00:00;87,99
"509";2020-01-22 04:00:00;88,55
"510";2020-01-22 05:00:00;91,42
"511";2020-01-22 06:00:00;226,55
"512";2020-01-22 07:00:00;377,78
"513";2020-01-22 08:00:00;522,67
"514";2020-01-22 09:00:00;556,03
"515";2020-01-22 10:00:00;547,98
"516";2020-01-22 11:00:00;536,48
"517";2020-01-22 12:00:00;520,37
"518";2020-01-22 13:00:00;526,7
"519";2020-01-22 14:00:00;556,02
"520";2020-01-22 15:00:00;558,9
"521";2020-01-22 16:00:00;554,87
"522";2020-01-22 17:00:00;458,27
"523";2020-01-22 18:00:00;358,81
"524";2020-01-22 19:00:00;336,95
"525";2020-01-22 20:00:00;143,74
"526";2020-01-22 21:00:00;98,91
"527";2020-01-22 22:00:00;85,09
"528";2020-01-22 23:00:00;92
"529";2020-01-23 00:00:00;90,84
"530";2020-01-23 01:00:00;83,39
"531";2020-01-23 02:00:00;91,42
"532";2020-01-23 03:00:00;85,67
"533";2020-01-23 04:00:00;89,7
"534";2020-01-23 05:00:00;93,73
"535";2020-01-23 06:00:00;96,61
"536";2020-01-23 07:00:00;310,5
"537";2020-01-23 08:00:00;508,3
"538";2020-01-23 09:00:00;491,05
"539";2020-01-23 10:00:00;506,57
"540";2020-01-23 11:00:00;520,96
"541";2020-01-23 12:00:00;497,38
"542";2020-01-23 13:00:00;490,46
"543";2020-01-23 14:00:00;519,22
"544";2020-01-23 15:00:00;511,19
"545";2020-01-23 16:00:00;492,77
"546";2020-01-23 17:00:00;421,47
"547";2020-01-23 18:00:00;370,88
"548";2020-01-23 19:00:00;301,3
"549";2020-01-23 20:00:00;123,62
"550";2020-01-23 21:00:00;119,03
"551";2020-01-23 22:00:00;100,63
"552";2020-01-23 23:00:00;101,78
"553";2020-01-24 00:00:00;101,78
"554";2020-01-24 01:00:00;92,57
"555";2020-01-24 02:00:00;102,92
"556";2020-01-24 03:00:00;97,16
"557";2020-01-24 04:00:00;101,78
"558";2020-01-24 05:00:00;105,81
"559";2020-01-24 06:00:00;148,93
"560";2020-01-24 07:00:00;376,62
"561";2020-01-24 08:00:00;496,8
"562";2020-01-24 09:00:00;547,41
"563";2020-01-24 10:00:00;546,24
"564";2020-01-24 11:00:00;551,43
"565";2020-01-24 12:00:00;534,75
"566";2020-01-24 13:00:00;522,09
"567";2020-01-24 14:00:00;560,06
"568";2020-01-24 15:00:00;574,42
"569";2020-01-24 16:00:00;573,28
"570";2020-01-24 17:00:00;503,12
"571";2020-01-24 18:00:00;400,79
"572";2020-01-24 19:00:00;350,19
"573";2020-01-24 20:00:00;114,43
"574";2020-01-24 21:00:00;103,5
"575";2020-01-24 22:00:00;90,27
"576";2020-01-24 23:00:00;93,15
"577";2020-01-25 00:00:00;90,86
"578";2020-01-25 01:00:00;84,53
"579";2020-01-25 02:00:00;91,42
"580";2020-01-25 03:00:00;89,71
"581";2020-01-25 04:00:00;92,57
"582";2020-01-25 05:00:00;95,45
"583";2020-01-25 06:00:00;98,91
"584";2020-01-25 07:00:00;129,37
"585";2020-01-25 08:00:00;306,47
"586";2020-01-25 09:00:00;308,21
"587";2020-01-25 10:00:00;367,99
"588";2020-01-25 11:00:00;379,51
"589";2020-01-25 12:00:00;374,32
"590";2020-01-25 13:00:00;382,95
"591";2020-01-25 14:00:00;367,99
"592";2020-01-25 15:00:00;282,32
"593";2020-01-25 16:00:00;285,21
"594";2020-01-25 17:00:00;275,43
"595";2020-01-25 18:00:00;273,69
"596";2020-01-25 19:00:00;259,91
"597";2020-01-25 20:00:00;124,2
"598";2020-01-25 21:00:00;105,23
"599";2020-01-25 22:00:00;87,97
"600";2020-01-25 23:00:00;92,01
"601";2020-01-26 00:00:00;89,7
"602";2020-01-26 01:00:00;85,1
"603";2020-01-26 02:00:00;96,61
"604";2020-01-26 03:00:00;90,85
"605";2020-01-26 04:00:00;94,3
"606";2020-01-26 05:00:00;94,88
"607";2020-01-26 06:00:00;95,46
"608";2020-01-26 07:00:00;102,92
"609";2020-01-26 08:00:00;268,51
"610";2020-01-26 09:00:00;312,22
"611";2020-01-26 10:00:00;349,02
"612";2020-01-26 11:00:00;353,05
"613";2020-01-26 12:00:00;349,03
"614";2020-01-26 13:00:00;349,03
"615";2020-01-26 14:00:00;361,67
"616";2020-01-26 15:00:00;368,57
"617";2020-01-26 16:00:00;362,25
"618";2020-01-26 17:00:00;355,93
"619";2020-01-26 18:00:00;354,77
"620";2020-01-26 19:00:00;342,71
"621";2020-01-26 20:00:00;242,08
"622";2020-01-26 21:00:00;107,52
"623";2020-01-26 22:00:00;92
"624";2020-01-26 23:00:00;97,76
"625";2020-01-27 00:00:00;101,2
"626";2020-01-27 01:00:00;93,73
"627";2020-01-27 02:00:00;102,94
"628";2020-01-27 03:00:00;99,48
"629";2020-01-27 04:00:00;101,78
"630";2020-01-27 05:00:00;104,08
"631";2020-01-27 06:00:00;142,61
"632";2020-01-27 07:00:00;411,7
"633";2020-01-27 08:00:00;443,32
"634";2020-01-27 09:00:00;473,81
"635";2020-01-27 10:00:00;499,09
"636";2020-01-27 11:00:00;503,13
"637";2020-01-27 12:00:00;538,76
"638";2020-01-27 13:00:00;504,28
"639";2020-01-27 14:00:00;555,45
"640";2020-01-27 15:00:00;564,65
"641";2020-01-27 16:00:00;567,52
"642";2020-01-27 17:00:00;483,57
"643";2020-01-27 18:00:00;361,66
"644";2020-01-27 19:00:00;340,98
"645";2020-01-27 20:00:00;238,63
"646";2020-01-27 21:00:00;90,84
"647";2020-01-27 22:00:00;82,22
"648";2020-01-27 23:00:00;86,24
"649";2020-01-28 00:00:00;84,52
"650";2020-01-28 01:00:00;85,09
"651";2020-01-28 02:00:00;86,25
"652";2020-01-28 03:00:00;84,52
"653";2020-01-28 04:00:00;86,81
"654";2020-01-28 05:00:00;89,69
"655";2020-01-28 06:00:00;98,91
"656";2020-01-28 07:00:00;161,57
"657";2020-01-28 08:00:00;438,16
"658";2020-01-28 09:00:00;507,73
"659";2020-01-28 10:00:00;514,62
"660";2020-01-28 11:00:00;532,45
"661";2020-01-28 12:00:00;519,22
"662";2020-01-28 13:00:00;527,27
"663";2020-01-28 14:00:00;547,97
"664";2020-01-28 15:00:00;560,05
"665";2020-01-28 16:00:00;525,55
"666";2020-01-28 17:00:00;442,17
"667";2020-01-28 18:00:00;366,28
"668";2020-01-28 19:00:00;347,29
"669";2020-01-28 20:00:00;160,43
"670";2020-01-28 21:00:00;91,99
"671";2020-01-28 22:00:00;85,09
"672";2020-01-28 23:00:00;86,82
"673";2020-01-29 00:00:00;88,55
"674";2020-01-29 01:00:00;87,96
"675";2020-01-29 02:00:00;90,27
"676";2020-01-29 03:00:00;86,81
"677";2020-01-29 04:00:00;89,69
"678";2020-01-29 05:00:00;92,58
"679";2020-01-29 06:00:00;121,91
"680";2020-01-29 07:00:00;252,98
"681";2020-01-29 08:00:00;510,02
"682";2020-01-29 09:00:00;501,41
"683";2020-01-29 10:00:00;509,44
"684";2020-01-29 11:00:00;516,92
"685";2020-01-29 12:00:00;510,03
"686";2020-01-29 13:00:00;504,86
"687";2020-01-29 14:00:00;524,97
"688";2020-01-29 15:00:00;516,93
"689";2020-01-29 16:00:00;520,95
"690";2020-01-29 17:00:00;420,91
"691";2020-01-29 18:00:00;324,87
"692";2020-01-29 19:00:00;312,8
"693";2020-01-29 20:00:00;129,94
"694";2020-01-29 21:00:00;94,31
"695";2020-01-29 22:00:00;93,74
"696";2020-01-29 23:00:00;91,43
"697";2020-01-30 00:00:00;92,57
"698";2020-01-30 01:00:00;91,43
"699";2020-01-30 02:00:00;90,84
